title,price,area,bedrooms,bathrooms,location,purpose,type,is_furnished,is_verified,is_negotiable,is_sold,has_payment_plan,rental_frequency,is_monthly,is_yearly,dp_ratio,has_agency,agency_name,price_note,is_hot,is_off_plan,is_ready,has_video,property_id
Spacious Apartment with High Floor Views,140000.0,140,2,2.0,"Empire Square, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Sirius Real Estate Company,(Negotiable),0,0,1,0,88051
Corner House,1500.0,250,4,3.0,"Dream City, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,Baghy Shaqlawa Real Estate Company - Erbil,(Monthly),0,0,1,0,88099
Studio Apartment in Rami Towers,60000.0,80,0,1.0,"Rami Towers, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Haji Yassin Real Estate Company,(Negotiable),0,0,1,0,88790
Modern 2-Bedroom Apartment,750.0,168,2,2.0,"Empire Wings, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,Lata Domus,(Monthly),0,0,1,0,88097
Internal View Apartment,400.0,90,1,1.0,"Lalav Sun Towers, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,Baghy Khoshnawaty Real Estate co.,(Monthly),0,0,1,0,88096
Elegant Apartment in Prime Location,141510.0,142,2,2.0,"Empire Square, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Sirius Real Estate Company,(Negotiable),0,0,1,0,88054
Furnished Apartment For Rent,400.0,75,1,1.0,"Lalav Sun Towers, Erbil",For Rent,rent,1,0,0,0,0,monthly,1,0,0.0,1,Baghy Khoshnawaty Real Estate co.,(Monthly),0,0,1,0,88093
Furnished Apartment For Rent,300.0,67,0,1.0,"Life Towers, Erbil",For Rent,rent,1,0,0,0,0,monthly,1,0,0.0,1,Zahrat AlMadain Company,(Monthly),0,0,1,0,88092
Modern House,225000.0,184,4,4.0,"Hiwa City, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Shyaka Alafandy Real Estate Company,(Negotiable),0,0,1,0,88034
Spacious Apartment,203072.0,267,3,2.0,"Alaska Towers, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.131,1,Alaska Towers Project,(Down payment),0,1,0,1,73186
Cozy 1-Bedroom Apartment in Alaska Towers,77770.0,101,1,1.0,"Alaska Towers, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.1582,1,Dar Erbil Real Estate Company,(Down payment),0,1,0,0,88089
Modern Apartment with Stunning Views,140000.0,140,2,2.0,"Empire Square, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Sirius Real Estate Company,(Negotiable),0,0,1,0,88053
Modern Living in Atlantic City,122500.0,200,4,3.0,"Atlantic City, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Baghy Shaqlawa Real Estate Company - Erbil,(Negotiable),0,0,1,0,88043
Spacious 3-Bedroom Apartment,182000.0,208,3,3.0,"Siraj Towers, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.1923,1,Jamana Real Estate Company,(Negotiable + Down payment),0,1,0,0,88091
Commercial space in Bakhtyary Twin Towers,1700.0,80,0,,"Bakhtyary Twin Towers, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,Dar Erbil Real Estate Company,(Monthly),0,0,1,0,88088
Spacious Furnished Apartment in Cavalli Tower,1800.0,238,4,3.0,"Cavalli Tower, Erbil",For Rent,rent,1,0,0,1,0,monthly,1,0,0.0,1,Shahan Company,(Monthly),0,0,1,0,87311
Cozy Apartment in Erbil with Special Discounts,43000.0,65,1,1.0,"Atlantic City, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.1395,1,The Atlantic,(Down payment),0,1,0,0,84971
Comfortable High-rise Apartment,149000.0,148,2,2.0,"Empire Square, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Sirius Real Estate Company,,0,0,1,0,88076
Spacious building with 9 floors in Ankawa,4495000.0,550,0,,"Ankawa 128, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Haji Yassin Real Estate Company,(Negotiable),0,0,1,0,88086
8-Floor Commercial Building in Erbil,2195000.0,200,0,,"Naz Naz, Erbil",For Sale,sale,0,0,1,1,0,,0,0,0.0,1,Haji Yassin Real Estate Company,(Negotiable),0,0,1,0,88085
Stylish Living Space with High Floor,141000.0,140,2,2.0,"Empire Square, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Sirius Real Estate Company,,0,0,1,0,88075
2 Bedroom Apartment in Empire Square,140000.0,142,2,2.0,"Empire Square, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Sirius Real Estate Company,(Negotiable),0,0,1,0,88049
Elegant 10th floor apartment for sale,213000.0,213,2,2.0,"Empire Square, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Sirius Real Estate Company,,0,0,1,0,88078
"Apartment in Empire Square, Erbil",141000.0,140,2,2.0,"Empire Square, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Sirius Real Estate Company,,0,0,1,0,88069
Modern 2 Bedroom Apartment,141000.0,142,2,2.0,"Empire Square, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Sirius Real Estate Company,(Negotiable),0,0,1,0,88048
Two Floor House,250000.0,220,4,3.0,"Kani, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Frwza Real Estate,(Negotiable),0,0,1,1,88047
Apartment (92m²),600.0,92,1,1.0,"Empire Wings, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,Adam Real Estate,(Monthly),0,0,1,0,88045
Apartment (2+1),500.0,127,2,2.0,"Empire Pearl Towers, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,Zhirn Real Estate Company,(Monthly),0,0,1,0,88044
Modern Apartment,550.0,99,1,1.0,"Star Towers, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,MIRAN Real Estate,(Monthly),0,0,1,0,88042
Apartment in Installment,57500.0,72,1,1.0,"Qaiwan Mirador, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.3993,1,Dar Erbil Real Estate Company,(Down payment),0,1,0,0,88041
Furnished Apartment For Rent,450.0,63,0,1.0,"Empire Wings, Erbil",For Rent,rent,1,0,0,0,0,monthly,1,0,0.0,1,Adam Real Estate,(Monthly),0,0,1,0,88046
Modern 2-bedroom apartment,104000.0,130,2,2.0,"Qaiwan Mirador, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.1798,1,Dar Erbil Real Estate Company,(Down payment),0,1,0,0,88040
Two-bedroom apartment for sale,77126.0,99,2,1.0,"Qaiwan Mirador, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.4,1,Dar Erbil Real Estate Company,(Down payment),0,1,0,0,88039
Spacious 4-Bedroom Apartment in Qaiwan Mirador,157248.0,202,4,3.0,"Qaiwan Mirador, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.4,1,Dar Erbil Real Estate Company,(Down payment),0,1,0,0,88038
Studio Apartment,59000.0,70,0,1.0,"Rami Towers, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Dar Erbil Real Estate Company,,0,0,1,0,88037
Spacious 2 Bedroom Apartment in Rami Towers,123000.0,165,2,2.0,"Rami Towers, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Dar Erbil Real Estate Company,,0,0,1,0,88036
VIP Apartment,550.0,116,2,1.0,"Life Towers, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,Zahrat AlMadain Company,(Monthly),0,0,1,0,88035
Modern 2 BR Apartment with Great View,400.0,138,2,1.0,"Life Towers, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,Zahrat AlMadain Company,(Monthly),0,0,1,0,88033
Cozy 2-Bedroom Apartment for Rent,700.0,165,2,2.0,"Rami Towers, Erbil",For Rent,rent,0,0,1,0,0,monthly,1,0,0.0,1,Jamana Real Estate Company,(Monthly),0,0,1,0,88019
Furnished Apartment For Rent,350.0,50,1,1.0,"Life Towers, Erbil",For Rent,rent,1,0,0,0,0,monthly,1,0,0.0,1,Zahrat AlMadain Company,(Monthly),0,0,1,0,88032
Modern Apartment in Rami Towers,57000.0,70,0,1.0,"Rami Towers, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Dar Erbil Real Estate Company,,0,0,1,0,88028
Apartment in Cash,65000.0,80,0,1.0,"Rami Towers, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,MIRAN Real Estate,(Negotiable),0,0,1,0,88025
Apartment (1+1),500.0,84,1,1.0,"Wavey Avenue, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,MIRAN Real Estate,(Monthly),0,0,1,0,88024
Cozy apartment in Rami Towers,58000.0,70,0,1.0,"Rami Towers, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Dar Erbil Real Estate Company,,0,0,1,0,88027
Two Floor House,107500.0,100,3,3.0,"Hawlery Nwe, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Prop House Real Estate Company,(Negotiable),0,0,1,0,88020
Studio Apartment,61950.0,59,0,1.0,"Cavalli Tower, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Jamana Real Estate Company,(Negotiable),0,0,1,0,88017
Furnished Apartment For Rent,650.0,116,2,1.0,"Bakhtyary Twin Towers, Erbil",For Rent,rent,1,0,0,0,0,monthly,1,0,0.0,1,Dar Erbil Real Estate Company,(Monthly),0,0,1,0,88090
House For Sale In New Sarbasti,300000.0,300,0,,"New Sarbasti (8 Turaq), Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Baghy Shaqlawa Real Estate Company - Erbil,(Negotiable),0,0,1,1,88016
Spacious Apartment in Boulevard,700.0,148,2,1.0,"Boulevard, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,Golden Properties Company,(Monthly),0,0,1,0,88014
Spacious Apartment with 3 Bedrooms,500.0,165,3,3.0,"MRF 4 Towers, Erbil",For Rent,rent,0,0,1,0,0,monthly,1,0,0.0,1,Prop House Real Estate Company,(Monthly),0,0,1,0,88006
Apartment in Alaska Tower,84700.0,110,1,1.0,"Alaska Towers, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.1771,1,Alaska Towers Project,(Down payment),0,1,0,1,73182
Apartment (1+1),47000.0,71,1,1.0,"Atlantic City, Erbil",For Sale,sale,0,1,0,1,0,,0,0,0.1489,1,The Atlantic,(Down payment),0,0,0,0,84962
Studio Apartment,300.0,62,0,1.0,"Star Towers, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,Upland Real Estate Company,(Monthly),0,0,1,0,88010
Furnished Apartment For Rent,400.0,62,0,1.0,"Star Towers, Erbil",For Rent,rent,1,0,0,0,0,monthly,1,0,0.0,1,Upland Real Estate Company,(Monthly),0,0,1,0,88009
Corner Commercial Plot,850000.0,400,0,,"Brayaty, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Haji Safeen Real Estate Company,(Negotiable),0,0,0,0,88005
Internal View Apartment,300.0,86,1,1.0,"MRF Towers, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,Adam Real Estate,(Monthly),0,0,1,0,88001
Internal View Apartment,32500.0,43,0,1.0,"Lalav Airport View, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,MIRAN Real Estate,(Negotiable),0,0,1,0,88000
Modern Two-Bedroom Apartment for Sale,147000.0,169,2,2.0,"Siraj Towers, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.1905,1,Jamana Real Estate Company,(Negotiable + Down payment),0,1,0,0,87995
Cozy Office in Prime Location,600.0,123,0,1.0,"Empire Business Towers, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,Jamana Real Estate Company,(Monthly),0,0,1,0,87993
Internal View Apartment,450.0,76,0,1.0,"Rami Towers, Erbil",For Rent,rent,0,0,0,1,0,monthly,1,0,0.0,1,Upland Real Estate Company,(Monthly),0,0,1,0,87992
Furnished Apartment For Rent,450.0,90,1,1.0,"Wow Tower, Erbil",For Rent,rent,1,0,0,0,0,monthly,1,0,0.0,1,Divine Real Estate Company,(Monthly),0,0,1,0,87990
Spacious Apartment in Erbil,750.0,165,3,3.0,"MRF 5 Towers, Erbil",For Rent,rent,0,0,1,0,0,monthly,1,0,0.0,1,Prop House Real Estate Company,(Monthly),0,0,1,0,87991
Cozy Apartment with 1 Bedroom,350.0,78,1,1.0,"Bakhtyary Twin Towers, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,Dar Erbil Real Estate Company,(Monthly),0,0,1,0,87753
Modern Apartment with 3 Bedrooms,124000.0,170,2,2.0,"Rami Towers, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Million House Real Estate Company,(Negotiable),0,0,1,0,87998
New House,160000.0,225,5,3.0,"Hawlery Nwe, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Haji Aziz Real Estate,(Negotiable),0,0,1,0,88004
Furnished Apartment For Rent,900.0,127,2,2.0,"Empire Pearl Towers, Erbil",For Rent,rent,1,0,0,1,0,monthly,1,0,0.0,1,Jamana Real Estate Company,(Monthly),0,0,1,0,87989
Modern Apartment in Tulip Towers,161700.0,154,2,2.0,"Tulip Towers, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.2486,1,Jamana Real Estate Company,(Negotiable + Down payment),0,1,0,0,87988
Apartment (1+1),300.0,86,1,1.0,"MRF Quattro Towers, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,Adam Real Estate,(Monthly),0,0,1,0,88002
Cozy One-Bedroom Apartment in Erbil,109200.0,104,1,2.0,"Tulip Towers, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.1511,1,Jamana Real Estate Company,(Negotiable + Down payment),0,1,0,0,87987
Modern 2 BR Apartment in Lalav Twin Towers,74000.0,123,2,2.0,"Lalav Twin Towers, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Prop House Real Estate Company,(Negotiable),0,0,1,0,87925
Modern Apartment,1250.0,168,2,2.0,"Empire Wings, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,Kryar Company Real Estate,(Monthly),0,0,1,0,87018
Spacious Apartment in Rami Towers,166000.0,225,3,2.0,"Rami Towers, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Million House Real Estate Company,(Negotiable),0,0,1,0,87997
Modern 1-Bedroom Apartment in Sky Towers,83000.0,100,1,1.0,"Sky Towers, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Kryar Company Real Estate,,0,0,1,0,79948
House (242m²),252500.0,242,4,4.0,"Aram Village 2, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Kryar Company Real Estate,,0,0,1,0,74043
Internal View Apartment,58500.0,80,0,1.0,"Rami Towers, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Million House Real Estate Company,,0,0,1,0,87999
Modern 2 Bedroom Apartment for Rent,650.0,170,2,2.0,"Rami Towers, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,MIRAN Real Estate,(Monthly),0,0,1,0,88023
Modern apartment with great views,500.0,97,1,1.0,"Boulevard, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,Golden Properties Company,(Monthly),0,0,1,0,87974
House Opposite Garden,134000.0,126,4,3.0,"Hawlery Nwe, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Prop House Real Estate Company,(Negotiable),0,1,0,0,87985
Modern Studio Apartment in Rami Towers,59500.0,80,0,1.0,"Rami Towers, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Haji Yassin Real Estate Company,(Negotiable),0,0,1,0,88789
External View Apartment,166000.0,225,3,2.0,"Rami Towers, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Million House Real Estate Company,(Negotiable),0,0,1,0,87996
Furnished Apartment For Rent,450.0,87,1,1.0,"MRF Quattro Towers, Erbil",For Rent,rent,1,0,0,0,0,monthly,1,0,0.0,1,Adam Real Estate,(Monthly),0,0,1,0,88003
VIP House,260000.0,240,4,5.0,"Diplomati Safiran, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Mardy Shaqlawa Real Estate Company,,0,0,1,0,87105
House (225m²),129000.0,225,4,3.0,"Hay Dhubat, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Malu Mulk Real Estate Company,,0,0,1,1,87981
External View Apartment,92000.0,115,1,1.0,"Rami Towers, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Upland Real Estate Company,(Negotiable),0,0,1,0,87356
Furnished Apartment For Rent,700.0,89,1,1.0,"Empire Wings, Erbil",For Rent,rent,1,0,0,0,0,monthly,1,0,0.0,1,Kryar Company Real Estate,(Monthly),0,0,1,0,87075
Studio Apartment,59000.0,80,0,1.0,"Rami Towers, Erbil",For Sale,sale,0,0,1,1,0,,0,0,0.0,1,Upland Real Estate Company,(Negotiable),0,0,1,0,87982
Cozy 2 Bedroom Apartment in Alaska Towers,128860.0,167,2,2.0,"Alaska Towers, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.1032,1,Alaska Towers Project,(Down payment),0,1,0,1,72981
New Apartment,500.0,97,1,1.0,"Boulevard, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,Kryar Company Real Estate,(Monthly),0,0,1,0,73193
Cozy Apartment with Special Offers,43000.0,65,1,1.0,"Atlantic City, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.1395,1,The Atlantic,(Down payment),0,1,0,0,84778
Modern Studio Apartment in Boulevard,400.0,73,0,1.0,"Boulevard, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,Golden Properties Company,(Monthly),0,0,1,0,87972
Corner Residential Plot,175000.0,200,0,,"Hawlery Nwe, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Haji Aziz Real Estate,(Negotiable),0,0,0,0,87979
Charming Apartment with Terrace,650.0,97,1,2.0,"Boulevard, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,Adam Real Estate,(Monthly),0,0,1,0,87978
Square House,112500.0,100,4,2.0,"Hawlery Nwe, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Omer Faqe Real Estate,,0,0,1,1,87977
"Investment Opportunity, Large Commercial Property",5226000.0,1742,0,,"60 Meter Street, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Haji Safeen Real Estate Company,(Negotiable),0,0,1,0,87975
Furnished Apartment For Rent,500.0,63,0,1.0,"Empire Wings, Erbil",For Rent,rent,1,0,0,0,0,monthly,1,0,0.0,1,Million House Real Estate Company,(Monthly),0,0,1,0,87970
Spacious Apartment in Park View,1200.0,310,6,5.0,"Park View, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,Jamana Real Estate Company,(Monthly),0,0,1,0,87968
Furnished Apartment For Rent,450.0,80,0,1.0,"Rami Towers, Erbil",For Rent,rent,1,0,0,1,0,monthly,1,0,0.0,1,Upland Real Estate Company,(Monthly),0,0,1,0,87967
Modern 1BR Apartment in Rami Towers,400.0,95,1,1.0,"Rami Towers, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,Upland Real Estate Company,(Monthly),0,0,1,0,87964
Apartment (2+1),140000.0,160,2,2.0,"Siraj Towers, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.2,1,Jamana Real Estate Company,(Negotiable + Down payment),0,1,0,0,87965
Furnished Apartment For Rent,650.0,127,2,2.0,"Lalav Airport View, Erbil",For Rent,rent,1,0,1,0,0,monthly,1,0,0.0,1,Prop House Real Estate Company,(Monthly),0,0,1,0,87927
Cozy apartment in Rami Towers,58000.0,70,0,1.0,"Rami Towers, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Dar Erbil Real Estate Company,,0,0,1,0,87961
New House,247500.0,195,4,4.0,"Hiwa City, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Shyaka Alafandy Real Estate Company,(Negotiable),0,0,1,0,87959
Studio Apartment,61000.0,80,0,1.0,"Rami Towers, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Dar Erbil Real Estate Company,,0,0,1,0,87960
Luxurious Apartment in Prime Location,121000.0,131,1,1.0,"Empire Square, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Divine Real Estate Company,(Negotiable),0,0,1,0,87958
Cozy apartment in Erbil for rent,500.0,97,1,1.0,"Boulevard, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,Al Kharita Real Estate Company,(Monthly),0,0,1,0,87957
Modern 2-Bedroom Apartment in Erbil,700.0,160,2,2.0,"Rami Towers, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,Jamana Real Estate Company,(Monthly),0,0,1,0,87750
Modern Furnished Apartment in Eskan Towers,350.0,70,1,1.0,"Eskan Towers, Erbil",For Rent,rent,1,0,1,0,0,monthly,1,0,0.0,1,Baghy Shaqlawa Real Estate Company - Erbil,(Monthly),0,0,1,0,87842
Spacious Apartment with Stunning Views,400.0,127,2,2.0,"Lalav Airport View, Erbil",For Rent,rent,0,0,0,1,0,monthly,1,0,0.0,1,MIRAN Real Estate,(Monthly),0,0,1,0,87956
Furnished Apartment For Rent,500.0,81,1,1.0,"Bakhtyary Twin Towers, Erbil",For Rent,rent,1,0,0,0,0,monthly,1,0,0.0,1,Dar Erbil Real Estate Company,(Monthly),0,0,1,0,87955
Large Farm with Houses and Garden,12000.0,45000,0,,"Kore, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,Baghy Shaqlawa Real Estate Company - Erbil,(Monthly),0,0,1,1,87954
Cozy Apartment for Sale,77500.0,101,1,1.0,"Alaska Towers, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.1587,1,Alaska Towers Project,(Down payment),0,1,0,1,72980
Studio apartment in Rami Towers,58500.0,80,0,1.0,"Rami Towers, Erbil",For Sale,sale,0,0,1,1,0,,0,0,0.0,1,Upland Real Estate Company,(Negotiable),0,0,1,0,86896
Two Floor House,95000.0,125,3,3.0,"Simy Khatwnawa, Erbil",For Sale,sale,0,0,0,0,0,,0,0,1.0,1,Upland Real Estate Company,(Down payment),0,0,1,0,87917
Furnished 2BR Apartment in Lalav City View,75000.0,135,2,2.0,"Lalav City View, Erbil",For Sale,sale,1,0,0,0,0,,0,0,0.0,1,Al Kharita Real Estate Company,,0,0,1,0,84769
Spacious House in Aram Village,900.0,240,5,4.0,"Aram village, Erbil",For Rent,rent,0,0,1,0,0,monthly,1,0,0.0,1,Divine Real Estate Company,(Monthly),0,0,1,0,87953
Luxury Two-Bedroom Apartment in Rami Towers,128500.0,170,2,2.0,"Rami Towers, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Upland Real Estate Company,(Negotiable),0,0,1,0,86910
Studio Apartment,350.0,80,0,1.0,"Rami Towers, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,Lata Domus,(Monthly),0,0,1,0,87951
"Cozy apartment in Erbil, Empire Pearl Towers",400.0,95,1,1.0,"Empire Pearl Towers, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,Newan Real Estate Company,(Monthly),0,0,1,0,87950
House in Cash,75000.0,125,4,3.0,"5 Hasarok, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Omer Faqe Real Estate,,0,0,1,1,87938
Cozy one-bed apartment on 18th floor,400.0,73,0,1.0,"Boulevard, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,Golden Properties Company,(Monthly),0,0,1,0,87949
Luxurious Apartment in Cavalli Tower,122300.0,108,1,2.0,"Cavalli Tower, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Million House Real Estate Company,,0,0,1,0,87946
Furnished Apartment For Sale,75000.0,102,2,1.0,"Life Towers, Erbil",For Sale,sale,1,0,0,0,0,,0,0,0.0,1,Zahrat AlMadain Company,,0,0,1,0,87941
Apartment (1+1),450.0,99,1,1.0,"Empire Pearl Towers, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,Zhirn Real Estate Company,(Monthly),0,0,1,0,87923
Modern Apartment,47000.0,71,1,1.0,"Atlantic City, Erbil",For Sale,sale,0,1,0,0,0,,0,0,0.1489,1,The Atlantic,(Down payment),0,0,0,0,84709
Spacious Apartment in Rami Towers,172500.0,225,3,2.0,"Rami Towers, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Upland Real Estate Company,(Negotiable),0,0,1,0,86935
Cozy Two-Bedroom Apartment in Erbil,500.0,116,2,1.0,"Life Towers, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,Zahrat AlMadain Company,(Monthly),0,0,1,0,87939
Commercial Building (461m²),480000.0,461,0,,"Zhyan, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Omer Faqe Real Estate,,0,0,1,0,87937
Modern apartment for sale in Empire Wings,72000.0,63,0,1.0,"Empire Wings, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Million House Real Estate Company,,0,0,1,0,87944
Spacious Apartment with Stunning Views,256000.0,259,3,3.0,"London Towers, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.2109,1,Jamana Real Estate Company,(Negotiable + Down payment),0,1,0,0,87832
Studio Apartment,58000.0,70,0,1.0,"Rami Towers, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Dar Erbil Real Estate Company,,0,0,1,0,87943
Internal View Apartment,74000.0,63,0,1.0,"Empire Wings, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Million House Real Estate Company,,0,0,1,0,87945
Modern Apartment in Life Towers,600.0,102,2,1.0,"Life Towers, Erbil",For Rent,rent,0,0,0,0,0,monthly,1,0,0.0,1,Zahrat AlMadain Company,(Monthly),0,0,1,0,87940
Spacious Apartment with Stunning Views,135000.0,200,3,3.0,"Wow Tower, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Prop House Real Estate Company,(Negotiable),0,0,1,0,87928
Spacious apartment with 2 bedrooms,122000.0,160,2,2.0,"Rami Towers, Erbil",For Sale,sale,0,0,0,0,0,,0,0,0.0,1,Dar Erbil Real Estate Company,,0,0,1,0,87942
Cozy studio apartment in Rami Towers,350.0,80,0,1.0,"Rami Towers, Erbil",For Rent,rent,0,0,1,0,0,monthly,1,0,0.0,1,Prop House Real Estate Company,(Monthly),0,0,1,0,87926
Cozy Apartment in Rami Towers,600.0,95,1,1.0,"Rami Towers, Erbil",For Rent,rent,0,0,1,0,0,monthly,1,0,0.0,1,Prop House Real Estate Company,(Monthly),0,0,1,0,87933
Modern Furnished Apartment in Erbil,550.0,90,1,1.0,"Wow Tower, Erbil",For Rent,rent,1,0,1,0,0,monthly,1,0,0.0,1,Prop House Real Estate Company,(Monthly),0,0,1,0,87931
Two Floor House,74000.0,125,4,3.0,"Farmanbaran, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Bahar Real Estate Company,(Negotiable),0,0,1,0,87921
One Bedroom Apartment with Great Layout,82000.0,105,1,1.0,"Rami Towers, Erbil",For Sale,sale,0,0,1,0,0,,0,0,0.0,1,Taj Almustaqbal Real Estate Company,(Negotiable),0,0,1,0,87919
